Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
406373,Faust,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Walter Kaufmann,"=""0385031149""","=""9780385031141""",4,3.89,Vintage,Paperback,503,1962,1808,,2015/01/21,,,read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2025/06/15,to-read,to-read (#781),to-read,,,,0,0
235990271,Rękopis znaleziony w Licheniu,Ahmed Goldstein,"Goldstein, Ahmed",,"=""9180766412""","=""9789180766418""",0,3.64,Word Audio Publishing International AB,ebook,228,2025,,2025/06/15,2025/06/09,,,read,,,,1,0
10762786,The Satanic Verses,Salman Rushdie,"Rushdie, Salman",,"=""""","=""""",0,3.71,Random House,Kindle Edition,578,2011,1988,,2025/06/09,to-read,to-read (#780),to-read,,,,0,0
222914685,James,Percival Everett,"Everett, Percival",,"=""""","=""""",0,4.42,Knopf Doubleday,Hardcover,303,2024,2024,,2025/06/09,to-read,to-read (#779),to-read,,,,0,0
281808,The Butcher's Tale: Murder and Anti-Semitism in a German Town,Helmut Walser Smith,"Smith, Helmut Walser",,"=""0393325059""","=""9780393325058""",0,3.65,W. W. Norton & Company,Paperback,272,2003,2002,,2025/06/09,to-read,to-read (#778),to-read,,,,0,0
60623908,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1647824192""","=""9781647824198""",0,4.22,Harvard Business Review Press,Hardcover,256,2022,,2025/06/09,2025/05/10,,,read,,,,1,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.05,St. Martin's Press,Hardcover,336,2017,2017,2025/05/31,2022/04/15,,,read,,,,1,0
213659588,Becoming Fluent In German: 180 Intermediate Short Stories (Over 8 Hours Of Audio And 2500 digital Flashcards Included) (German Edition),Philipp Eich,"Eich, Philipp",,"=""""","=""""",0,4.57,,Kindle Edition,580,2024,,2025/05/31,2025/01/01,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.51,Ballantine Books,Hardcover,476,2021,2021,2025/05/19,2025/04/12,,,read,,,,1,0
55386179,Artificial Intelligence for Managers: Leverage the Power of AI to Transform Organizations & Reshape Your Career,Malay A. Upadhyay,"Upadhyay, Malay A.",,"=""9389898382""","=""9789389898385""",0,4.09,BPB Publications,Paperback,180,2020,,2025/05/11,2025/05/04,,,read,,,,1,0
56377201,AI 2041: Ten Visions for Our Future,Kai-Fu Lee,"Lee, Kai-Fu",Chen Qiufan,"=""059323829X""","=""9780593238295""",0,3.83,Crown Currency,Hardcover,480,2021,2021,2025/05/03,2025/04/16,,,read,,,,1,0
57347726,Conversations with Things: UX Design for Chat and Voice,Diana Deibel,"Deibel, Diana","Rebecca Evanhoe, Kat Vellos","=""1933820268""","=""9781933820262""",0,4.55,Rosenfeld Media,Paperback,320,2021,,,2025/05/01,to-read,to-read (#777),to-read,,,,0,0
38393096,Conversational Design,Erika Hall,"Hall, Erika",John Maeda,"=""1937557677""","=""9781937557676""",0,4.11,A Book Apart,Paperback,130,2018,,,2025/05/01,to-read,to-read (#776),to-read,,,,0,0
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,"=""132854639X""","=""9781328546395""",0,4.09,Harper Business,Hardcover,255,2018,2018,,2025/04/16,to-read,to-read (#775),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.36,Tor Books,Kindle Edition,393,2020,2020,2025/04/16,2025/04/07,,,read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.20,Andy Weir / Galactanet,ebook,3,2009,2009,2025/04/16,2025/04/12,,,read,,,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",0,4.21,Tordotcom,ebook,151,2021,2021,,2025/04/12,to-read,to-read (#774),to-read,,,,0,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.16,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2025/04/12,to-read,to-read (#773),to-read,,,,0,0
36216607,"QualityLand (QualityLand, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3550050232""","=""9783550050237""",0,4.11,Ullstein,Hardcover,384,2018,2017,2025/04/07,2025/03/25,,,read,,,,1,0
214610513,"White Terror: A True Story of Murder, Bombings and Germany's Far Right",Jacob Kushner,"Kushner, Jacob",,"=""0008502773""","=""9780008502775""",0,4.13,Mudlark,Hardcover,320,2024,2024,,2025/03/15,to-read,to-read (#771),to-read,,,,0,0
214631090,Kaput: The End of the German Miracle,Wolfgang Münchau,"Münchau, Wolfgang",,"=""1800753446""","=""9781800753440""",0,4.01,Swift Press,Kindle Edition,220,2024,2006,2025/03/31,2025/03/01,,,read,,,,1,0
29342515,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,"Stanier, Michael Bungay",,"=""""","=""""",0,4.00,Box of Crayons Press,ebook,117,2016,2016,,2025/03/28,to-read,to-read (#772),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,329,2023,2023,2025/03/26,2024/12/24,,,read,,,,1,0
2062270,The History of Piracy,Philip Gosse,"Gosse, Philip",,"=""0486461831""","=""9780486461830""",0,3.74,Dover Publications,Paperback,400,2007,1932,2025/03/17,2025/03/08,,,read,,,,1,0
56620811,The Age of AI and Our Human Future,Henry Kissinger,"Kissinger, Henry","Eric Schmidt, Daniel Huttenlocher","=""0316273805""","=""9780316273800""",0,3.43,"Little, Brown and Company",Hardcover,272,2021,,,2025/03/15,to-read,to-read (#770),to-read,,,,0,0
62882012,Lewica dla opornych,Tomasz S. Markiewka,"Markiewka, Tomasz S.",,"=""8381512883""","=""9788381512886""",0,4.09,RM,Paperback,240,2022,2022,2025/03/08,2025/02/27,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.33,Penguin Classics,Paperback,1276,2003,1844,2025/03/08,2015/06/06,,,read,,,,1,0
195888801,Why Machines Learn: The Elegant Math Behind Modern AI,Anil Ananthaswamy,"Ananthaswamy, Anil",,"=""0593185749""","=""9780593185742""",0,4.38,Dutton,Hardcover,480,2024,2024,,2025/03/01,to-read,to-read (#769),to-read,,,,0,0
200347212,Prawica dla opornych,Michał Szułdrzyński,"Szułdrzyński, Michał",,"=""8381517982""","=""9788381517980""",0,3.54,RM,Paperback,240,2023,2023,2025/02/27,2025/02/22,,,read,,,,1,0
55403,Black Hawk Down: A Story of Modern War,Mark Bowden,"Bowden, Mark",,"=""0871137380""","=""9780871137388""",0,4.31,Atlantic Monthly Press,Hardcover,386,1999,1999,,2025/02/26,to-read,to-read (#768),to-read,,,,0,0
847214,Generations of Winter,Vasily Aksyonov,"Aksyonov, Vasily","Василий Павлович Аксёнов, Christopher Morris","=""0679761829""","=""9780679761822""",0,4.18,Knopf Doubleday Publishing Group,Paperback,608,1995,1993,,2025/02/26,to-read,to-read (#767),to-read,,,,0,0
88432,Life and Fate,Vasily Grossman,"Grossman, Vasily",,"=""""","=""""",0,4.46,Vintage Classics,Paperback,864,2006,1960,,2025/02/26,to-read,to-read (#766),to-read,,,,0,0
219558223,Światłoczułość,Jakub Jarno,"Jarno, Jakub",,"=""8308085083""","=""9788308085080""",0,4.32,Wydawnictwo Literackie,Paperback,272,2024,2024,,2025/02/20,to-read,to-read (#765),to-read,,,,0,0
216514285,Prawdziwa historia Jeffreya Watersa i jego ojców,Jul Łyskawa,"Łyskawa, Jul",,"=""8381919649""","=""9788381919647""",0,4.08,Czarne,Paperback,520,2024,2024,,2025/02/20,to-read,to-read (#764),to-read,,,,0,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",0,4.08,Jove,Mass Market Paperback,474,2006,1997,2025/02/09,2025/02/02,,,read,,,,1,0
30314829,Grimms Märchen,Jacob Grimm,"Grimm, Jacob",Wilhelm Grimm,"=""3730600338""","=""9783730600337""",0,4.23,Anaconda,Leather Bound,944,2013,1812,,2025/02/09,to-read,to-read (#763),to-read,,,,0,0
550840,"The Age of Revolution, 1789–1848",Eric J. Hobsbawm,"Hobsbawm, Eric J.",,"=""0679772537""","=""9780679772538""",0,4.23,Vintage,Paperback,356,1996,1962,2025/02/02,2025/01/25,,,read,,,,1,0
52269471,Mindf*ck: Cambridge Analytica and the Plot to Break America,Christopher Wylie,"Wylie, Christopher",,"=""1984854631""","=""9781984854636""",0,4.36,Random House,Hardcover,288,2019,2019,2025/01/25,2025/01/19,,,read,,,,1,0
81067992,"The Armor of Light (Kingsbridge, #4)",Ken Follett,"Follett, Ken",,"=""0525954996""","=""9780525954996""",0,4.22,Viking,Hardcover,737,2023,2023,2025/01/19,2025/01/11,,,read,,,,1,0
30689367,I Let You Go,Clare Mackintosh,"Mackintosh, Clare",,"=""1101987502""","=""9781101987506""",0,4.03,Berkley,Paperback,400,2016,2014,,2025/01/12,to-read,to-read (#762),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2025/01/10,2019/05/20,,,read,,,,1,0
659388,Nobody's Fool (Sully #1),Richard Russo,"Russo, Richard",,"=""0679753338""","=""9780679753339""",0,4.11,Vintage,Paperback,549,1994,1993,,2025/01/05,to-read,to-read (#761),to-read,,,,0,0
187020,Empire Falls,Richard Russo,"Russo, Richard",,"=""0375726403""","=""9780375726408""",0,3.95,Vintage Books,Paperback,483,2002,2001,,2025/01/05,to-read,to-read (#760),to-read,,,,0,0
16071701,"Bad Monkey (Andrew Yancy, #1)",Carl Hiaasen,"Hiaasen, Carl",,"=""0307272591""","=""9780307272591""",0,3.76,Knopf,Hardcover,337,2013,2013,,2025/01/05,to-read,to-read (#759),to-read,,,,0,0
196805713,Urban. Biografia,Marek Sterlingow,"Sterlingow, Marek",Dorota Karaś,"=""8324065377""","=""9788324065370""",0,4.56,Znak,Hardcover,624,2023,2023,2025/01/05,2024/12/31,,,read,,,,1,0
12394992,Fot. Kosycarz: Niezwykłe Zwykłe Zdjęcia,Zbigniew Kosycarz,"Kosycarz, Zbigniew",Maciej Kosycarz,"=""8391370933""","=""9788391370933""",0,4.00,Kosycarz Foto Press/Kfp,Hardcover,160,2006,2006,2025/01/01,2024/12/30,,,read,,,,1,0
216857785,Revenge of the Tipping Point,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316575801""","=""9780316575805""",0,4.02,"Little, Brown and Company",Hardcover,352,2024,2024,,2024/12/30,to-read,to-read (#758),to-read,,,,0,0
204593731,Hope for Cynics: The Surprising Science of Human Goodness,Jamil Zaki,"Zaki, Jamil",,"=""153874306X""","=""9781538743065""",0,3.90,Grand Central Publishing,Hardcover,288,2024,,,2024/12/30,to-read,to-read (#757),to-read,,,,0,0
198678736,Co-Intelligence: Living and Working with AI,Ethan Mollick,"Mollick, Ethan",,"=""075356078X""","=""9780753560785""",0,3.94,Virgin Digital,Kindle Edition,243,2024,2024,,2024/12/30,to-read,to-read (#756),to-read,,,,0,0
203622968,Wiedźmin. Oficjalna księga kucharska,Anita Sarna,"Sarna, Anita","Karolina Krupecka, Andrzej Sapkowski","=""8324088849""","=""9788324088843""",0,4.48,Horyzont,Hardcover,256,2023,2023,2024/12/30,2024/12/29,,,read,,,,1,0
123029221,Prezydent. Aleksander Kwaśniewski w rozmowie z Aleksandrem Kaczorowskim,Aleksander Kwaśniewski,"Kwaśniewski, Aleksander",Aleksander Kaczorowski,"=""8324073973""","=""9788324073979""",0,4.35,Społeczny Instytut Wydawniczy Znak,Hardcover,464,2023,2023,2024/12/30,2024/12/27,,,read,,,,1,0
209078685,Wędrując ulicami Gdańska,Andrzej Januszajtis,"Januszajtis, Andrzej",,"=""8375283541""","=""9788375283549""",0,3.00,Marpress,Paperback,308,2024,2024,2024/12/30,2024/10/12,,,read,,,,1,0
59569053,Wybór,Anne Applebaum,"Applebaum, Anne",Donald Tusk,"=""832683825X""","=""9788326838255""",0,4.03,Agora S.A.,Hardcover,320,2021,2021,,2024/12/30,to-read,to-read (#755),to-read,,,,0,0
183932735,"Autocracy, Inc.",Anne Applebaum,"Applebaum, Anne",,"=""0241627893""","=""9780241627891""",0,4.17,Allen Lane,Hardcover,224,2024,2024,,2024/12/30,to-read,to-read (#754),to-read,,,,0,0
56465356,Transformed: Moving to the Product Operating Model (Silicon Valley Product Group),Marty Cagan,"Cagan, Marty",,"=""1119697336""","=""9781119697336""",0,3.92,Wiley,Hardcover,368,2024,,,2024/12/30,to-read,to-read (#753),to-read,,,,0,0
57342960,Loved: How to Market Tech Products Customers Adore,Martina Lauchengco,"Lauchengco, Martina",,"=""1119704391""","=""9781119704393""",0,3.85,Wiley,ebook,,2021,,,2024/12/30,to-read,to-read (#752),to-read,,,,0,0
65214322,"Murdle: Volume 2, 100 Elementary to Impossible Mysteries to Solve Using Logic, Skill, and the Power of Deduction",G.T. Karber,"Karber, G.T.",,"=""1250892325""","=""9781250892324""",0,4.36,Griffin,Paperback,384,2023,2023,,2024/12/28,currently-reading,currently-reading (#3),currently-reading,,,,1,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",0,4.19,Spectra Books,Mass Market Paperback,435,1996,1995,2024/12/27,2022/12/10,,,read,,,,1,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",0,4.16,Random House,Hardcover,528,2024,2024,2024/12/15,2024/11/28,,,read,,,,1,0
49336794,Figure It Out: Getting from Information to Understanding,Stephen P. Anderson,"Anderson, Stephen P.",Karl Fast,"=""1933820969""","=""9781933820965""",0,4.30,Two Waves Books,Paperback,432,2020,,,2024/12/14,to-read,to-read (#751),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.81,Crown,Hardcover,273,2019,2018,,2024/12/04,to-read,to-read (#750),to-read,,,,0,0
221786526,"Rozdroże kruków (Saga o Wiedźminie, #0.1)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8375782076""","=""9788375782073""",0,4.03,superNOWA,Paperback,292,2024,2024,2024/12/03,2024/12/01,,,read,,,,1,0
198528427,"Dawno temu w Warszawie (Ślepnąc od świateł, #2)",Jakub Żulczyk,"Żulczyk, Jakub",,"=""8382892353""","=""9788382892352""",0,4.10,Świat Książki ,Hardcover,800,2023,2023,2024/12/01,2024/11/25,,,read,,,,1,0
220779654,Polska na odwyku,Marek Sekielski,"Sekielski, Marek",,"=""8383910150""","=""9788383910154""",0,3.59,Prószyński i S-ka,Paperback,280,2024,2024,,2024/11/30,to-read,to-read (#749),to-read,,,,0,0
199277608,"Diabeł (Diabeł, #1)",Robert Ziębiński,"Ziębiński, Robert",,"=""8396887608""","=""9788396887603""",0,4.02,House Media Company,Paperback,340,2023,2023,,2024/11/30,to-read,to-read (#748),to-read,,,,0,0
215088276,usuń_to!,Tomasz Żak,"Żak, Tomasz",,"=""8383304188""","=""9788383304182""",0,2.95,SQN,Paperback,368,2024,2024,,2024/11/30,to-read,to-read (#747),to-read,,,,0,0
35289,The 33 Strategies of War,Robert Greene,"Greene, Robert",,"=""0670034576""","=""9780670034574""",0,4.23,Viking,Hardcover,496,2025,2001,2024/11/25,2024/11/20,,,read,,,,1,0
13145,"Along Came a Spider (Alex Cross, #1)",James  Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",0,4.13,"Little, Brown and Company",Paperback,449,2003,1993,2024/11/25,2024/11/20,,,read,,,,1,0
197852677,"The Art of Gustave Doré: 815 Illustrations from Literature, History, and Mythology",Gustave Doré,"Doré, Gustave",,"=""""","=""""",0,4.00,,Kindle Edition,0,2023,,2024/11/20,2024/10/27,,,read,,,,1,0
40612032,"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)",Michael    Connelly,"Connelly, Michael",,"=""""","=""""",0,4.23,"Little, Brown and Company",Kindle Edition,405,2018,2005,2024/11/20,2021/09/13,,,read,,,,1,0
217947784,"Eskapada (Emigracja, #3)",Malcolm XD,"XD, Malcolm",,"=""8383199597""","=""9788383199597""",0,3.81,W.A.B.,Paperback,224,2024,2024,2024/11/10,2024/11/03,,,read,,,,1,0
125070688,1001 Albums You Must Hear Before You Die,Robert Dimery,"Dimery, Robert",Michael Lydon,"=""0789313715""","=""9780789313713""",0,3.98,Rizzoli Universe,Hardcover,960,2006,2005,,2019/02/16,to-read,to-read (#409),to-read,,,,0,0
203648684,Średniowiecze w liczbach,Kamil Janicki,"Janicki, Kamil",,"=""8368045991""","=""9788368045994""",0,4.02,Wydawnictwo Poznańskie,Hardcover,400,2024,2024,2024/11/02,2024/10/27,,,read,,,,1,0
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",0,3.96,Workman Publishing Company,Paperback,160,2012,2012,,2024/10/29,to-read,to-read (#746),to-read,,,,0,0
37699177,Walki stulecia. Bohaterowie wielkiego boksu,Andrzej Kostyra,"Kostyra, Andrzej",,"=""8381290627""","=""9788381290623""",0,3.38,Wydawnictwo SQN,Paperback,352,2017,,2024/10/27,2024/10/25,,,read,,,,1,0
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.99,Ace Books,Mass Market Paperback,585,2002,2000,2024/10/25,2024/10/13,,,read,,,,1,0
18332844,"De usynlige (Ingrid Barrøy, #1)",Roy Jacobsen,"Jacobsen, Roy",,"=""8202423023""","=""9788202423025""",0,3.98,Cappelen Damm,Hardcover,256,2013,2013,2024/10/12,2024/10/07,,,read,,,,1,0
77430,"Master & Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393307050""","=""9780393307054""",0,4.07,W. W. Norton & Company,Paperback,464,1990,1969,2024/10/06,2018/11/25,,,read,,,,1,0
84748,Mr. Midshipman Hornblower,C.S. Forester,"Forester, C.S.",,"=""""","=""""",0,4.18,Little Brown and Company,Hardcover,310,1998,1950,2024/09/19,2018/11/21,,,read,,,,1,0
11762,White Noise,Don DeLillo,"DeLillo, Don",,"=""0140283307""","=""9780140283303""",0,3.86,Penguin Books,Paperback,310,1999,1985,2024/09/14,2015/07/26,,,read,,,,1,0
34274957,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",,"=""1101946598""","=""9781101946596""",0,3.99,Knopf,Hardcover,364,2017,2017,2024/09/05,2017/10/05,,,read,,,,1,0
781787,Out of Africa,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""0679600213""","=""9780679600213""",0,3.91,The Modern Library,Hardcover,416,1992,1937,2024/09/05,2024/08/25,,,read,,,,1,0
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Brian W. Aldiss, Michael Glencross","=""014044906X""","=""9780140449068""",0,3.95,Penguin Books ,Paperback,252,2004,1872,,2021/01/24,to-read,to-read (#493),to-read,,,,0,0
197467562,Wieczna Lewica. Myśli i Aforyzmy,Marcin Giełzak,"Giełzak, Marcin",,"=""8396678340""","=""9788396678348""",0,3.71,Theatrum illuminatum,,224,2023,2023,2024/08/18,2024/08/17,,,read,,,,1,0
197519285,The Path to Senior Product Designer: An Actionable Growth Plan for a UX Design Career,Artiom Dashinsky,"Dashinsky, Artiom",,"=""""","=""9798856186924""",5,4.45,Independently published,Paperback,287,2023,,2024/08/17,2024/04/02,,,read,,,,1,0
61176091,Scheisse! We're Going Up!,Kit Holden,"Holden, Kit",,"=""0715654438""","=""9780715654439""",0,4.40,Duckworth Books,Paperback,280,2022,,2024/08/17,2024/08/11,,,read,,,,1,0
205745503,Played in Germany: A Footballing Journey Through a Nation's Soul,Kit Holden,"Holden, Kit",,"=""0715655426""","=""9780715655429""",0,4.39,Duckworth,Kindle Edition,259,2024,2024,,2024/08/11,to-read,to-read (#745),to-read,,,,0,0
59228144,The Mammoth Book of Chess,Graham Burgess,"Burgess, Graham",,"=""1472146204""","=""9781472146205""",0,4.04,Robinson,Paperback,592,2022,2009,2024/08/10,2024/06/01,,,read,,,,1,0
57717703,Jeg hedder Folkví,Maria Hesselager,"Hesselager, Maria",,"=""8743400930""","=""9788743400936""",0,3.20,Gutkind,Paperback,189,2021,2021,2024/08/09,2024/08/02,,,read,,,,1,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",3,4.00,Tor Books,Hardcover,384,2006,2006,,2015/01/06,,,read,,,,1,0
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",0,4.01,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1928,,2019/09/03,to-read,to-read (#461),to-read,,,,0,0
3188964,The Doors of Perception,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",0,3.90,Chatto & Windus ,Hardcover,208,1954,1956,,2018/01/16,,,read,,,,1,0
123442842,Poradnik dla znerwicowanych szachistów,Rafał Marszałek,"Marszałek, Rafał",,"=""8383250215""","=""9788383250212""",0,0.0,słowo/obraz terytoria,Hardcover,0,2024,2024,2024/08/02,2024/07/30,,,read,,,,1,0
